follower_id,followee_id,created_at
90,82,2017-01-15 21:16:35
82,78,2018-04-22 11:53:30
75,39,2017-11-28 16:39:58
96,18,2018-04-01 07:17:37
41,82,2018-01-10 12:54:44
45,52,2018-01-12 05:33:22
46,17,2016-12-11 05:23:55
64,65,2016-12-29 11:13:53
49,22,2016-12-03 03:40:24
14,64,2016-06-27 19:25:16
15,29,2018-02-07 01:26:11
27,3,2016-10-09 19:39:48
38,49,2017-05-23 02:31:18
78,85,2017-05-02 11:28:51
97,98,2017-01-22 23:57:47
30,8,2016-12-31 07:20:37
36,88,2017-04-07 05:56:42
81,10,2017-08-09 09:52:10
73,6,2017-01-25 07:54:33
29,85,2017-05-30 00:59:37
81,95,2016-10-19 16:00:24
87,26,2016-10-05 13:39:26
76,16,2016-06-27 16:09:49
26,15,2016-12-31 13:51:01
97,75,2016-07-21 16:16:04
98,40,2017-08-24 14:32:01
70,58,2016-12-21 07:29:12
19,12,2017-06-25 21:29:20
11,8,2016-10-06 03:22:50
28,97,2016-11-27 18:26:54
4,5,2018-01-14 18:48:18
44,41,2016-10-03 05:55:49
20,98,2017-01-01 04:22:55
99,13,2017-10-14 22:01:18
17,65,2017-06-02 11:32:14
91,14,2017-07-31 06:57:12
8,16,2017-01-02 03:18:20
73,81,2017-11-02 13:06:07
34,10,2017-10-03 09:17:40
93,59,2017-11-03 04:04:39
72,36,2017-09-11 00:35:16
44,54,2016-06-08 13:50:11
37,15,2017-08-05 14:34:29
32,85,2016-09-11 12:54:48
98,30,2017-06-05 11:17:09
35,90,2016-08-06 15:48:24
36,55,2018-03-30 10:56:52
7,28,2017-01-21 03:04:29
100,76,2018-03-29 23:25:55
19,2,2017-07-05 17:09:42
79,53,2016-06-17 10:00:07
82,58,2018-03-25 11:46:11
62,85,2016-07-17 05:07:26
22,12,2017-02-10 06:27:26
25,54,2017-12-31 00:20:15
66,55,2016-10-10 18:52:56
85,68,2016-11-07 05:06:18
14,44,2017-09-25 01:25:10
15,9,2016-08-02 21:42:25
26,18,2017-01-01 10:40:15
71,26,2017-06-16 22:29:04
90,39,2017-07-30 05:44:01
63,22,2017-08-04 06:16:39
50,88,2016-11-26 18:52:53
19,100,2016-11-03 06:36:44
86,10,2017-06-09 03:58:58
31,74,2016-11-14 01:05:29
97,19,2017-10-23 07:25:48
66,68,2017-04-10 14:41:47
32,75,2018-03-03 13:35:13
70,38,2017-02-27 22:38:35
16,67,2017-04-25 01:02:12
17,32,2016-06-27 12:04:21
76,81,2016-06-30 17:07:49
36,45,2016-07-06 05:15:19
28,41,2017-07-23 01:41:34
88,92,2017-12-05 13:43:38
69,78,2018-02-03 19:07:19
41,16,2016-11-21 05:45:31
52,25,2016-09-11 00:32:38
30,86,2017-05-24 08:06:29
93,62,2016-09-03 15:17:14
13,39,2016-08-07 04:05:33
59,6,2017-10-01 16:54:34
51,65,2017-07-31 19:32:29
84,99,2017-08-25 04:53:36
16,44,2018-02-08 23:11:13
88,69,2016-06-01 11:20:19
46,72,2017-10-01 17:05:36
71,16,2017-02-19 04:40:03
9,41,2017-04-27 23:53:52
15,84,2017-12-05 13:18:37
5,70,2018-02-19 03:30:35
24,61,2017-10-03 17:56:32
55,48,2018-01-06 07:08:47
68,67,2016-10-07 07:59:05
40,5,2017-11-10 04:43:34
57,94,2016-10-25 08:12:43
49,90,2018-04-07 02:59:32
50,55,2016-09-06 14:42:11
62,29,2017-03-17 22:23:31
41,6,2016-09-16 09:05:39
27,71,2017-01-18 09:07:35
43,15,2016-12-07 10:57:46
12,64,2017-05-03 16:49:34
86,13,2018-04-16 21:30:35
72,78,2017-11-15 18:49:11
51,55,2018-01-13 09:42:40
97,22,2016-10-13 11:56:24
35,47,2017-08-07 13:38:41
55,25,2018-04-09 05:17:14
1,54,2018-01-15 01:14:45
88,59,2017-06-30 23:00:21
46,62,2016-07-20 07:12:18
5,24,2016-12-04 00:31:17
17,35,2016-10-25 23:06:22
77,49,2016-07-05 08:39:32
16,11,2016-11-13 14:26:44
95,75,2017-04-27 00:25:35
67,13,2018-01-07 17:30:16
100,10,2017-10-09 12:31:15
64,87,2016-12-10 22:53:26
16,47,2018-01-13 14:46:10
77,26,2017-09-06 07:49:19
67,98,2017-09-08 22:37:16
100,46,2017-02-25 19:52:29
57,84,2017-08-25 04:17:22
7,83,2017-03-14 23:51:52
93,6,2017-11-09 12:16:57
12,18,2017-05-12 06:47:01
51,9,2017-02-17 12:24:53
52,90,2017-10-13 19:59:05
10,93,2017-09-11 03:30:48
36,2,2018-04-16 12:27:55
34,78,2017-11-14 09:34:14
53,91,2016-08-04 13:18:16
89,93,2017-08-11 23:23:06
42,18,2016-06-27 19:46:53
80,44,2016-10-08 03:26:37
81,9,2017-01-19 16:39:16
26,73,2016-09-22 04:22:45
73,5,2017-12-16 10:45:59
90,94,2016-10-08 12:39:23
91,59,2017-04-11 16:28:38
83,55,2017-08-21 20:08:41
29,84,2016-08-24 18:22:35
54,28,2016-12-04 14:28:28
12,31,2017-11-06 07:05:43
72,45,2016-10-24 08:04:39
83,91,2016-06-18 07:14:01
43,18,2017-05-29 19:08:08
1,21,2018-02-06 05:31:32
85,100,2017-12-29 19:19:01
46,29,2017-11-20 01:42:39
38,25,2017-11-28 13:12:14
17,2,2017-12-05 08:23:22
3,67,2017-11-26 06:04:16
78,97,2017-06-19 05:46:47
28,96,2016-09-11 06:01:50
7,73,2018-03-13 23:05:40
27,51,2018-02-24 08:14:16
39,25,2016-11-03 19:41:26
83,68,2018-02-15 15:26:16
52,80,2016-12-25 10:08:13
25,63,2016-07-21 14:35:43
44,76,2017-03-31 14:11:28
65,19,2017-11-17 15:20:15
10,83,2017-10-01 17:02:22
16,14,2017-04-26 04:57:21
22,57,2017-04-04 00:00:46
88,39,2016-08-16 09:09:02
47,1,2017-12-22 11:20:42
100,13,2016-12-31 22:19:22
57,51,2018-01-30 02:25:57
50,12,2016-07-31 14:56:28
69,25,2016-10-22 05:14:07
42,8,2017-10-06 05:50:04
48,87,2017-02-04 14:14:40
21,70,2016-11-11 23:31:23
94,54,2017-08-04 14:14:09
41,48,2018-01-27 07:02:25
41,84,2017-02-10 12:45:28
86,55,2016-08-12 08:14:22
14,66,2017-03-10 05:06:47
15,31,2017-07-17 04:29:43
89,96,2018-01-21 05:31:42
36,90,2016-12-28 16:08:34
42,21,2016-10-24 10:01:46
19,37,2017-05-02 00:23:31
39,15,2018-03-15 04:16:13
71,84,2017-11-16 11:19:44
63,80,2017-11-19 03:44:09
81,97,2018-03-06 21:47:19
64,44,2017-09-26 08:27:12
10,73,2018-04-08 15:57:25
15,8,2017-04-02 04:32:46
24,93,2017-12-07 22:12:38
49,37,2017-09-09 05:35:42
50,2,2016-08-12 12:25:44
69,15,2017-03-06 01:29:30
27,18,2017-06-26 09:18:02
11,10,2016-09-24 22:49:28
17,90,2017-09-21 15:30:24
63,57,2018-01-21 06:07:59
22,24,2017-10-12 10:35:55
54,93,2017-01-17 19:02:09
88,6,2016-09-14 03:13:29
20,100,2018-02-08 21:48:38
46,9,2017-06-07 08:47:06
65,22,2018-04-12 18:00:19
32,74,2017-08-17 15:21:09
67,68,2016-07-29 23:13:51
59,64,2016-09-16 10:12:06
70,73,2017-03-10 09:09:46
91,16,2018-03-18 18:29:21
42,11,2017-05-03 15:16:43
28,76,2018-04-14 09:08:51
8,18,2017-06-01 03:01:31
94,21,2016-06-14 03:40:55
21,37,2017-10-11 08:50:16
41,15,2018-01-21 18:01:17
72,2,2017-01-13 21:31:14
21,73,2017-08-19 09:40:32
81,87,2016-09-15 17:45:45
33,47,2017-12-27 22:05:13
74,48,2018-01-01 13:40:59
39,90,2018-02-12 18:53:42
85,57,2018-04-15 13:55:46
64,34,2016-07-14 21:54:21
10,63,2016-09-19 21:29:37
51,64,2018-03-21 03:35:20
56,30,2018-01-11 03:27:20
3,24,2016-09-29 08:41:15
22,37,2017-06-05 21:07:17
66,80,2018-04-20 21:59:02
59,41,2017-08-06 14:20:08
32,87,2016-07-11 12:38:41
79,19,2018-03-25 16:01:43
24,83,2017-09-15 20:52:29
16,79,2017-11-18 01:21:25
28,53,2017-07-14 22:52:08
7,30,2017-08-17 00:56:00
48,31,2017-01-08 20:38:28
19,4,2016-12-03 00:52:44
60,5,2018-03-08 11:58:37
5,69,2016-09-10 10:38:29
30,13,2017-07-28 01:01:59
17,80,2017-09-11 09:13:48
6,70,2017-06-03 12:31:35
14,10,2017-05-27 09:03:17
3,37,2017-03-11 16:14:19
16,56,2016-07-19 11:48:54
49,4,2017-09-13 23:06:45
36,34,2017-02-25 05:50:49
47,43,2017-01-01 20:20:00
18,16,2017-12-13 23:36:12
24,96,2017-04-26 14:36:41
17,57,2017-05-23 06:15:51
82,37,2017-10-25 03:14:08
41,5,2017-05-08 12:48:31
6,47,2018-02-22 19:35:47
50,90,2017-01-20 11:31:28
10,17,2017-04-10 03:41:17
42,86,2016-09-01 23:16:54
81,77,2017-07-21 11:23:35
74,38,2018-02-27 18:06:08
11,98,2018-03-17 06:46:44
32,41,2017-06-27 07:21:36
51,54,2017-02-27 17:40:27
22,27,2017-05-26 12:16:11
99,67,2017-08-23 13:09:37
65,74,2016-11-11 06:08:11
89,53,2017-04-27 00:34:47
1,89,2016-09-23 06:54:36
47,56,2018-01-17 11:18:21
46,97,2017-11-01 23:23:08
21,40,2017-12-26 10:47:04
8,70,2017-12-26 19:35:50
74,51,2016-11-30 14:29:22
12,76,2018-02-24 02:45:52
4,72,2016-12-21 03:23:57
55,37,2016-09-01 21:46:17
28,20,2018-04-11 14:43:56
5,36,2017-02-25 05:18:25
71,18,2017-05-15 19:23:58
57,83,2017-05-29 14:26:43
61,53,2016-10-15 14:01:34
94,1,2016-09-15 10:42:03
42,76,2018-02-19 20:45:25
27,96,2016-08-24 11:47:25
73,63,2017-01-17 16:06:44
11,88,2016-07-12 08:57:11
88,84,2017-12-14 05:38:37
47,46,2018-04-15 09:58:05
92,54,2016-06-27 18:00:14
6,14,2017-01-16 07:58:21
50,57,2017-02-07 08:13:20
39,47,2017-08-25 23:35:20
32,8,2017-01-08 05:17:34
75,86,2016-06-13 10:48:21
54,63,2017-02-05 00:45:22
95,64,2018-02-17 17:35:43
86,15,2017-08-24 15:05:32
76,50,2017-12-22 20:04:10
38,60,2018-01-03 06:59:57
29,11,2017-07-28 06:46:26
62,8,2017-11-14 21:08:59
19,46,2017-07-15 22:50:15
91,71,2018-01-11 14:05:38
19,82,2017-02-23 13:15:06
75,99,2017-02-25 15:42:13
95,77,2017-06-15 13:16:17
96,42,2017-01-27 11:39:23
88,38,2017-12-06 13:00:02
34,67,2016-08-18 04:53:48
53,80,2017-04-26 08:59:21
67,100,2017-12-04 21:04:45
6,4,2016-10-10 03:31:04
49,82,2017-11-02 17:19:15
69,60,2017-12-01 11:24:49
7,85,2016-09-16 21:59:39
48,86,2017-01-20 12:40:57
18,94,2018-03-23 20:10:23
30,68,2017-01-16 16:56:26
43,7,2017-03-03 20:54:29
94,89,2016-07-25 16:45:24
76,40,2018-02-24 15:56:32
5,16,2017-10-23 21:31:11
92,21,2017-08-21 02:21:14
65,67,2016-11-23 00:48:18
15,66,2017-12-26 16:19:41
19,36,2017-12-25 23:40:33
20,1,2016-07-29 12:39:21
11,32,2017-10-02 05:23:02
94,66,2016-08-05 12:54:13
40,95,2016-08-06 10:03:07
24,7,2018-01-05 09:10:31
16,3,2016-06-29 21:45:46
35,16,2017-10-16 15:41:09
64,79,2016-10-15 14:25:36
56,75,2017-01-07 16:27:39
97,76,2017-04-14 19:36:08
3,69,2018-04-22 11:05:32
14,78,2017-05-05 08:28:02
7,39,2018-01-05 18:29:38
67,90,2017-07-22 05:15:04
94,43,2017-12-05 21:22:02
19,49,2017-04-19 00:14:48
20,14,2018-02-15 01:55:43
60,50,2017-06-02 21:23:17
12,10,2016-10-01 02:35:07
23,19,2018-02-19 02:18:59
75,66,2017-11-25 15:03:45
95,44,2016-11-13 07:05:09
60,86,2017-02-10 21:54:03
53,47,2016-12-01 06:35:55
44,78,2016-07-01 23:38:39
45,43,2017-10-20 04:21:03
92,11,2017-05-06 03:14:39
79,41,2016-09-05 14:41:34
36,79,2018-01-09 14:06:23
95,21,2017-07-23 13:52:56
44,55,2017-09-29 05:02:34
4,19,2017-05-18 06:39:44
10,62,2016-09-07 11:19:49
56,29,2017-05-30 06:27:33
74,83,2017-08-15 09:10:31
25,78,2017-10-25 03:18:12
45,56,2016-12-06 09:29:04
37,52,2017-07-17 07:18:13
38,17,2017-01-19 12:47:12
51,99,2018-03-25 23:02:49
97,66,2016-08-23 12:22:07
3,59,2017-09-06 03:25:24
20,4,2017-11-19 09:23:06
6,69,2016-06-21 22:04:10
64,10,2016-08-02 20:17:03
84,25,2016-07-31 13:35:09
62,86,2016-09-06 06:08:07
81,99,2016-06-02 19:15:52
34,24,2016-06-13 00:10:10
93,73,2017-05-01 14:00:30
51,76,2017-04-10 01:00:24
76,20,2018-01-03 20:30:41
66,92,2017-06-19 02:31:34
13,86,2016-11-24 06:51:44
32,99,2018-03-14 22:36:18
71,27,2017-10-24 06:37:07
61,13,2017-12-01 07:57:02
94,10,2017-05-20 03:31:49
61,98,2018-05-01 05:37:53
60,53,2018-02-05 13:37:22
6,82,2018-01-09 06:26:30
44,45,2017-08-26 06:27:44
2,48,2017-11-02 05:25:10
34,37,2017-08-30 01:06:16
46,11,2018-02-28 01:24:42
38,7,2017-12-03 04:22:45
97,56,2017-04-16 10:36:38
3,49,2016-09-19 12:42:31
96,97,2018-05-01 06:34:07
17,69,2018-01-26 18:52:39
83,14,2016-11-19 03:37:50
94,23,2017-10-23 07:01:57
62,76,2018-02-08 05:39:09
73,85,2018-02-18 12:17:03
74,50,2017-09-09 23:58:29
93,63,2017-12-14 14:09:26
39,92,2017-09-02 04:14:14
43,62,2018-04-16 20:11:14
68,6,2016-08-07 12:19:07
24,85,2017-02-08 13:18:52
43,98,2016-10-23 08:43:05
16,81,2017-10-16 06:51:26
36,59,2017-07-19 01:30:51
73,62,2017-06-02 02:08:03
64,13,2017-10-05 21:31:21
22,16,2016-09-10 18:55:36
14,12,2016-09-02 23:50:26
66,59,2017-04-25 19:11:59
82,3,2017-12-29 20:56:17
17,59,2017-11-27 18:59:36
28,68,2017-07-09 19:53:35
48,46,2018-03-21 07:18:56
61,65,2017-03-17 11:39:44
33,3,2016-10-17 16:18:27
8,95,2016-12-20 10:39:58
54,62,2018-03-04 15:31:18
25,35,2017-07-19 15:50:34
86,14,2017-06-22 02:59:58
37,9,2017-10-16 00:52:03
32,43,2017-10-17 03:47:53
24,39,2017-04-26 20:26:04
96,64,2017-10-09 22:11:49
88,60,2017-07-04 11:08:14
79,11,2017-10-23 10:27:23
28,45,2016-07-27 19:12:27
47,58,2016-07-13 06:50:51
21,42,2016-08-31 11:10:54
33,16,2018-01-23 20:47:58
25,12,2017-12-08 06:18:42
23,51,2018-03-19 11:25:11
84,67,2016-07-20 19:27:10
13,43,2016-06-29 01:43:07
64,88,2017-04-07 14:00:49
16,48,2016-12-10 12:48:26
47,35,2017-12-03 01:54:32
5,38,2017-08-19 18:30:33
92,43,2017-11-19 06:29:28
50,46,2017-11-03 13:30:04
7,84,2018-04-29 01:37:41
39,36,2017-01-06 03:35:30
42,78,2017-09-12 06:45:40
20,59,2017-01-13 11:39:43
66,26,2016-08-14 07:24:47
12,55,2017-10-21 07:31:37
85,39,2018-01-06 23:19:01
88,50,2018-02-18 00:34:03
34,79,2016-07-17 13:53:22
99,59,2016-12-28 04:14:07
48,13,2017-03-25 00:10:21
46,89,2017-02-02 12:02:32
58,63,2016-11-29 14:11:47
49,94,2017-01-20 13:32:10
90,95,2017-07-17 01:37:46
42,55,2016-11-07 05:09:28
27,75,2018-02-04 08:57:46
73,42,2018-02-27 09:24:00
19,71,2017-08-07 20:46:21
93,20,2018-03-04 11:16:38
31,45,2016-12-27 23:47:14
32,10,2017-03-07 14:53:55
2,18,2016-06-11 15:08:31
96,31,2017-07-29 13:43:51
45,65,2017-03-12 06:53:57
78,13,2017-10-13 09:13:36
65,43,2018-02-05 00:22:47
34,92,2018-03-04 14:23:54
65,79,2016-07-13 16:21:08
57,75,2016-10-10 08:07:05
21,9,2016-08-12 23:12:51
7,74,2016-09-26 04:11:49
83,69,2016-11-10 17:47:13
8,75,2016-08-08 06:40:33
94,78,2017-12-02 11:55:10
95,43,2016-11-19 09:20:19
20,49,2018-04-29 14:29:53
12,45,2017-03-19 19:31:28
53,82,2017-03-21 10:21:56
45,78,2018-01-05 09:31:15
58,17,2016-09-20 04:20:50
7,51,2017-07-10 07:21:33
27,29,2016-08-28 20:11:52
18,60,2017-10-23 07:18:37
58,53,2016-10-09 18:52:04
82,81,2016-07-07 17:04:27
7,87,2017-10-04 03:58:51
54,19,2016-09-23 08:19:28
60,62,2016-07-09 14:07:44
31,35,2016-12-06 03:02:38
51,13,2016-08-09 08:48:06
95,56,2017-08-21 22:24:11
88,17,2017-06-15 15:57:03
33,81,2016-10-25 16:05:36
60,98,2018-02-02 01:29:40
37,51,2018-04-10 18:20:10
57,29,2016-12-11 07:39:41
2,93,2017-04-22 01:35:35
28,2,2018-01-04 00:31:02
67,79,2016-11-04 12:25:41
46,56,2017-02-12 06:23:26
5,18,2017-05-25 16:49:19
57,65,2016-12-23 23:27:08
58,30,2016-07-28 14:14:50
49,61,2017-06-25 05:34:26
7,64,2017-03-26 18:24:29
27,42,2016-08-05 08:12:02
90,98,2016-12-06 22:50:10
29,88,2016-12-17 12:13:45
3,71,2018-04-05 15:58:43
71,62,2016-06-26 16:02:21
42,35,2016-08-11 08:56:54
29,65,2018-02-07 19:14:38
54,9,2017-03-22 20:16:27
40,74,2016-11-12 05:13:10
72,26,2017-12-13 11:33:42
63,94,2016-07-29 04:03:16
84,37,2016-08-06 14:55:29
62,98,2017-11-13 19:27:08
95,46,2016-06-18 22:31:19
87,42,2016-11-21 11:42:40
88,7,2017-06-15 01:23:57
46,10,2016-10-25 03:46:44
49,15,2017-01-26 00:12:53
68,28,2017-06-26 00:07:28
79,43,2017-12-29 02:07:36
28,77,2017-07-02 20:38:31
81,3,2016-10-01 08:10:28
11,24,2018-03-06 01:16:53
84,14,2017-12-30 19:51:50
75,45,2016-08-15 00:43:14
21,74,2018-03-27 17:20:46
25,44,2018-01-07 23:28:33
4,21,2017-07-01 10:17:03
56,31,2018-02-21 14:04:54
22,38,2017-09-04 08:39:11
88,20,2018-05-01 17:51:38
14,70,2018-02-18 09:06:13
91,30,2017-05-20 23:10:53
36,94,2017-09-09 17:26:40
77,95,2016-11-04 16:32:15
44,34,2017-12-02 13:06:43
56,8,2017-01-16 05:15:27
41,65,2017-03-21 23:11:45
74,62,2016-11-26 14:08:35
34,26,2017-02-19 05:50:13
65,13,2017-06-12 00:45:44
